Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cura (product.metafields.custom.cura),Dettagli prodotto (product.metafields.custom.dettagli_prodotto),Size guide table (product.metafields.custom.size_guide_table),Spedizione (product.metafields.custom.spedizione),Taglia (product.metafields.custom.taglia),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Italia,Price / Italia,Compare At Price / Italia,Included / Internazionale,Price / Internazionale,Compare At Price / Internazionale,Included / Unione europea,Price / Unione europea,Compare At Price / Unione europea,Status,Collection
baseball-cap-black-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eurbo,Baseball Cap Brown,"This low-top 6-panel cap features a washed, eroded finish and is crafted from natural recycled cotton. Complete with an adjustable velcro back strap, it delivers a comfortable, regular fit that adapts effortlessly to your style.&nbsp;",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
baseball-cap-brown-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eurbo,Baseball Cap Green,"This low-top 6-panel cap features a washed, eroded finish and is crafted from natural recycled cotton. Complete with an adjustable velcro back strap, it delivers a comfortable, regular fit that adapts effortlessly to your style.&nbsp;",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
baseball-cap-green-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eurbo,Consumed Hoodie Black,"Long sleeve cotton jersey hoodie, 320 gsm. Kangaroo patch pocket at waist. Rib knit cuffs and hem. Raw edge at hem, and cuffs. Brim details at hoodie, cuffs and hem. Logo embroidery on patch with raw edges at left sleeve. Stone wash and consumed effect",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
consumed-hoodie-black-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eurbo,Consumed Sweats Black,"Relaxed-fit cotton jersey lounge pants, with front and back panels. Mid-rise. Two-pocket styling. Con- cealed drawstring at elasticized waistband, inside strings. Embroidered logo on patch at front left leg. Stone wash and consumed effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
consumed-sweats-black-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eurbo,Consumed Hoodie Canvas,"Long sleeve cotton jersey hoodie, 320 gsm. Kangaroo patch pocket at waist. Rib knit cuffs and hem. Raw edge at hem, and cuffs. Brim details at hoodie, cuffs and hem. Logo embroidery on patch with raw edges at left sleeve. Stone wash and consumed effect",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
consumed-hoodie-canvas-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eurbo,Consumed Sweats Canvas,"Relaxed-fit cotton jersey lounge pants, with front and back panels. Mid-rise. Two-pocket styling. Con- cealed drawstring at elasticized waistband, inside strings. Embroidered logo on patch at front left leg. Stone wash and consumed effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
consumed-sweats-canvas-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eurbo,Troop Hoodie Blue,"Long sleeve cotton jersey hoodie, 320 gsm. Kangaroo patch pocket at waist. Rib knit cuffs and hem. Raw edge at hem, and cuffs. Brim details at hoodie, cuffs and hem. Logo embroidery on patch with raw edges at left sleeve. Stone wash and consumed effect ",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
troop-hoodie-blue-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eurbo,Troop Sweats Blue,"Relaxed-fit cotton jersey lounge pants, with front and back panels. Mid-rise. Two-pocket styling. Con- cealed drawstring at elasticized waistband, inside strings. Embroidered logo on patch at front left leg. Stone wash and consumed effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
troop-sweats-blue-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eurbo,DIVISION Hoodie Green,"Long sleeve cotton jersey hoodie, 320 gsm. Kangaroo patch pocket at waist. Rib knit cuffs and hem. Raw edge at hem, and cuffs. Brim details at hoodie, cuffs and hem. Logo embroidery on patch with raw edges at left sleeve. Stone wash and consumed effect",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
division-hoodie-green-eurbo,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eurbo,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eurbo,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eurbo,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eurbo,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eurbo,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-sweats-green-eurbo,Division Sweats Green,"Relaxed-fit cotton jersey lounge pants, with front and back panels. Mid-rise. Two-pocket styling. Con- cealed drawstring at elasticized waistband, inside strings. Embroidered logo on patch at front left leg. Stone wash and consumed effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR-BO",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR BO
