Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cura (product.metafields.custom.cura),Dettagli prodotto (product.metafields.custom.dettagli_prodotto),Size guide table (product.metafields.custom.size_guide_table),Spedizione (product.metafields.custom.spedizione),Taglia (product.metafields.custom.taglia),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Italia,Price / Italia,Compare At Price / Italia,Included / Internazionale,Price / Internazionale,Compare At Price / Internazionale,Included / Unione europea,Price / Unione europea,Compare At Price / Unione europea,Status,Collection
baseball-cap-black-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-black-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-black-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-black-eur,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-black-eur,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eur,Baseball Cap Brown,"This low-top 6-panel cap features a washed, eroded finish and is crafted from natural recycled cotton. Complete with an adjustable velcro back strap, it delivers a comfortable, regular fit that adapts effortlessly to your style.&nbsp;",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR
baseball-cap-brown-eur,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eur,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-brown-eur,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eur,Baseball Cap Green,"This low-top 6-panel cap features a washed, eroded finish and is crafted from natural recycled cotton. Complete with an adjustable velcro back strap, it delivers a comfortable, regular fit that adapts effortlessly to your style.&nbsp;",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR
baseball-cap-green-eur,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eur,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
baseball-cap-green-eur,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eur,Consumed Hoodie Black,"Long sleeve cotton jersey hoodie, 320 gsm. Kangaroo patch pocket at waist. Rib knit cuffs and hem. Raw edge at hem, and cuffs. Brim details at hoodie, cuffs and hem. Logo embroidery on patch with raw edges at left sleeve. Stone wash and consumed effect",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR
consumed-hoodie-black-eur,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eur,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-black-eur,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eur,Consumed Sweats Black,"Relaxed-fit cotton jersey lounge pants, with front and back panels. Mid-rise. Two-pocket styling. Con- cealed drawstring at elasticized waistband, inside strings. Embroidered logo on patch at front left leg. Stone wash and consumed effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR
consumed-sweats-black-eur,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eur,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-black-eur,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eur,Consumed Hoodie Canvas,"Long sleeve cotton jersey hoodie, 320 gsm. Kangaroo patch pocket at waist. Rib knit cuffs and hem. Raw edge at hem, and cuffs. Brim details at hoodie, cuffs and hem. Logo embroidery on patch with raw edges at left sleeve. Stone wash and consumed effect",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR
consumed-hoodie-canvas-eur,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eur,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-hoodie-canvas-eur,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eur,Consumed Sweats Canvas,"Relaxed-fit cotton jersey lounge pants, with front and back panels. Mid-rise. Two-pocket styling. Con- cealed drawstring at elasticized waistband, inside strings. Embroidered logo on patch at front left leg. Stone wash and consumed effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR
consumed-sweats-canvas-eur,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eur,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
consumed-sweats-canvas-eur,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eur,Troop Hoodie Blue,"Long sleeve cotton jersey hoodie, 320 gsm. Kangaroo patch pocket at waist. Rib knit cuffs and hem. Raw edge at hem, and cuffs. Brim details at hoodie, cuffs and hem. Logo embroidery on patch with raw edges at left sleeve. Stone wash and consumed effect ",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR
troop-hoodie-blue-eur,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eur,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-hoodie-blue-eur,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eur,Troop Sweats Blue,"Relaxed-fit cotton jersey lounge pants, with front and back panels. Mid-rise. Two-pocket styling. Con- cealed drawstring at elasticized waistband, inside strings. Embroidered logo on patch at front left leg. Stone wash and consumed effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR
troop-sweats-blue-eur,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eur,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
troop-sweats-blue-eur,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eur,DIVISION Hoodie Green,"Long sleeve cotton jersey hoodie, 320 gsm. Kangaroo patch pocket at waist. Rib knit cuffs and hem. Raw edge at hem, and cuffs. Brim details at hoodie, cuffs and hem. Logo embroidery on patch with raw edges at left sleeve. Stone wash and consumed effect",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR
division-hoodie-green-eur,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eur,,,,,,,,,XL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-hoodie-green-eur,,,,,,,,,XXL,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-sweats-green-eur,Division Sweats Green,"Relaxed-fit cotton jersey lounge pants, with front and back panels. Mid-rise. Two-pocket styling. Con- cealed drawstring at elasticized waistband, inside strings. Embroidered logo on patch at front left leg. Stone wash and consumed effect.",Untitled Artworks™,Uncategorized,,"b2b, B2B-EUR",True,Taglia,XXS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,B2B EUR
division-sweats-green-eur,,,,,,,,,XS,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-sweats-green-eur,,,,,,,,,S,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-sweats-green-eur,,,,,,,,,M,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
division-sweats-green-eur,,,,,,,,,L,,,,,,,,,,,9999,deny,manual,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active,
